id,mark,model,year,mileage,body_type,color,engine_vol,fuel,gearbox,cleared,price
1527,Peugeot,206,2001,123000,Hatchback,Blue,1600,Petrol,Mechanical,0.0,899
1528,Mercedes-Benz,SLK серия,2000,0,Cabriolet,Yellow,200,Petrol,Automatic,1.0,7500
1529,Volkswagen,Crafter,2006,700000,Other,White,2,Diesel,Mechanical,1.0,12000
1530,Mercedes-Benz,GL серия,2011,109000,SUV / Crossover,Black,3000,Diesel,Automatic,0.0,9100
1531,VAZ,21214,2008,114418,SUV / Crossover,Cherry,1690,Petrol,Mechanical,1.0,3300
1532,Geely,Emgrand,2013,45000,Sedan,Brown,18,Petrol,Mechanical,1.0,7700
1533,Mazda,626,1995,1,Sedan,Blue,1800,Gas / petrol,Mechanical,1.0,3000
1534,Fiat,Doblo,2007,185000,Universal,White,1600,Gas / petrol,Mechanical,1.0,5300
1535,Opel,Vectra,2005,190000,Sedan,Red,19,Diesel,Mechanical,0.0,39316
1536,Mazda,6,2003,230,Sedan,Silver,2000,Diesel,Mechanical,0.0,2800
1537,Nissan,Almera,1997,240000,Sedan,Green,1400,Petrol,Mechanical,1.0,3200
1538,Ford,Fiesta,2011,77000,Hatchback,Black,1400,Petrol,Tiptronic,1.0,8900
1539,Mercedes-Benz,C серия,1997,0,Universal,Red,2200,Diesel,Mechanical,0.0,800
1540,Opel,Omega,1986,250000,Sedan,White,2000,Gas / petrol,Mechanical,1.0,1700
1541,GAZ,3110,2000,95000,Sedan,Blue,2400,Petrol,Mechanical,1.0,1480
1542,VAZ,2106,1980,11856,Sedan,Orange,1600,Gas / petrol,Mechanical,1.0,1300
1543,Citroen,c-elysee,2013,59445,Sedan,White,1200,Petrol,Mechanical,1.0,7100
1544,Volkswagen,Transporter,2011,180000,Other,White,20,Diesel,Mechanical,1.0,11500
1545,Honda,Concerto,1992,0,Sedan,Green,2000,Petrol,Mechanical,1.0,850
1546,Opel,Omega,2000,259000,Sedan,Silver,3,Gas / petrol,Automatic,1.0,4500
1547,VAZ,1118 Kalina Седан,2006,223000,Sedan,Blue,1600,Petrol,Mechanical,1.0,2700
1548,VAZ,2101,1976,0,Sedan,Red,1500,Gas / petrol,Mechanical,1.0,961
1549,Hyundai,H200,1999,239000,Minivan,White,2500,Diesel,Mechanical,1.0,4500
1550,VAZ,2101,1982,0,Sedan,Green,13,Petrol,Mechanical,1.0,507
1551,VAZ,1118 Kalina Седан,2007,96000,Sedan,Blue,1600,Gas / petrol,Mechanical,1.0,3700
1552,Renault,Laguna,2002,197000,Universal,Gray,20,Petrol,Mechanical,0.0,850
1553,Opel,Astra,2006,168000,Sedan,Black,1400,Gas / petrol,Mechanical,1.0,5500
1554,GAZ,24,1985,55000,Sedan,White,2500,Petrol,Mechanical,1.0,3000
1555,BMW,5 серия,2008,190000,Sedan,Silver,3000,Petrol,Adaptive,0.0,6900
1556,Volkswagen,Jetta,2012,99000,Sedan,Black,1400,Petrol,Automatic,1.0,12100
1557,GAZ,31029,1995,23000,Sedan,Gray,2400,Gas / petrol,Mechanical,1.0,1800
1558,Volkswagen,Caddy,2011,211000,Passenger van (up to 1.5 tons),White,1600,Diesel,Automatic,1.0,9800
1559,Toyota,Prius,2011,0,Sedan,Golden,1800,Hybrid,Automatic,1.0,12000
1560,VAZ,2101,1978,0,Sedan,White,1200,Petrol,Mechanical,1.0,1200
1561,Mitsubishi,L 200,2012,26000,Pickup,Brown,250,Diesel,Mechanical,1.0,3000
1562,Ford,Focus,2012,162000,Sedan,Blue,1600,Petrol,Mechanical,1.0,10700
1563,Volkswagen,Tiguan,2010,142800,SUV / Crossover,Gray,1984,Petrol,Automatic,1.0,13500
1564,VAZ,2108,1989,0,Sedan,White,1300,Petrol,Mechanical,1.0,1500
1565,GAZ,31105,2005,0,Sedan,Green,2285,Gas / petrol,Mechanical,1.0,1538
1566,,969М,1986,1,SUV / Crossover,Green,12,Petrol,Mechanical,1.0,653
1567,Ford,Mondeo,1997,350000,Hatchback,White,1800,Gas / petrol,Automatic,1.0,2800
1568,Renault,Espace,2005,237000,Minivan,Blue,2200,Diesel,Mechanical,1.0,7800
1569,Mercedes-Benz,280,2007,220000,Sedan,Black,3000,Gas / petrol,Tiptronic,1.0,10900
1570,Nissan,Almera,2000,320000,Hatchback,Silver,1800,Gas / petrol,Mechanical,0.0,899
1571,BMW,5 серия,2008,220,Sedan,White,3000,Gas / petrol,Automatic,1.0,14000
1572,Kia,Sorento,2016,97000,SUV / Crossover,Asphalt,2400,Petrol,Automatic,0.0,5900
1573,Skoda,Octavia,2011,168500,Universal,Cherry,1200,Petrol,Mechanical,1.0,9300
1574,Renault,Megane,2007,250000,Universal,Black,1900,Diesel,Automatic,0.0,5990
1575,VAZ,21093,2011,54368,Hatchback,Blue,1600,Gas / petrol,Mechanical,1.0,4250
1576,Mercedes-Benz,Sprinter,1998,0,Other,Orange,2900,Diesel,Mechanical,1.0,5250
1577,Hyundai,Santa FE,2007,190000,SUV / Crossover,Gray,2200,Diesel,Automatic,1.0,11990
1578,,969М,1986,1,SUV / Crossover,Green,1200,Petrol,Mechanical,1.0,653
1579,,G37,2012,144000,Sedan,Black,3700,Petrol,Automatic,1.0,9800
1580,Honda,Accord,2016,23412,Sedan,Black,2400,Petrol,Automatic,1.0,15500
1581,Nissan,Almera Classic,2009,85000,Sedan,Beige,1600,Gas / petrol,Automatic,1.0,7500
1582,Opel,Kadett,1990,200,Sedan,Gray,1700,Diesel,Mechanical,1.0,900
1583,Daewoo,Lanos (Sens),2003,1,Sedan,White,1500,Gas / petrol,Mechanical,1.0,2200
1584,Volkswagen,Passat Sedan,1988,328429,Sedan,Green,1500,Petrol,Mechanical,1.0,1300
1585,Ford,Transit,1996,250500,Passenger van (up to 1.5 tons),White,2500,Diesel,Mechanical,1.0,3800
1586,Mercedes-Benz,ML серия,2007,220000,SUV / Crossover,Black,3000,Diesel,Automatic,1.0,20499
1587,Lexus,GS серія,2006,0,Sedan,Silver,30,Petrol,Automatic,1.0,12600
1588,Hyundai,ix35,2010,144000,SUV / Crossover,Green,20,Petrol,Mechanical,1.0,11600
1589,Volkswagen,Passat Hatchback,2011,208000,Universal,Black,1600,Diesel,Mechanical,1.0,10600
1590,Daewoo,Matiz,2012,113000,Hatchback,Beige,796,Petrol,Mechanical,1.0,3300
1591,Volkswagen,Passat Variant,1989,340000,Universal,Red,1800,Gas / petrol,Mechanical,1.0,3200
1592,VAZ,2109,2006,30000,Hatchback,Blue,1500,Gas / petrol,Mechanical,1.0,1849
1593,Audi,A4,2004,360000,Universal,Black,1900,Diesel,Mechanical,1.0,8500
1594,Volkswagen,Golf,2009,145000,Universal,Silver,2000,Diesel,Automatic,1.0,2230
1595,Skoda,Fabia,2005,330000,Hatchback,White,1200,Petrol,Mechanical,1.0,3699
1596,Ford,Mondeo,1994,0,Universal,Green,1800,Diesel,Mechanical,1.0,3500
1597,Volkswagen,Transporter,2007,40000,Other,White,2500,Diesel,Mechanical,1.0,15000
1598,ZAZ,Таврия,1996,0,Hatchback,Gray,1100,Petrol,Mechanical,1.0,961
1599,Lexus,ES серія,2007,0,Sedan,Black,3500,Gas / petrol,Automatic,1.0,13200
1600,VAZ,2103,1978,350,Sedan,Brown,1500,Gas / petrol,Mechanical,1.0,1000
1601,VAZ,2103,1973,0,Sedan,Blue,1500,Gas / petrol,Mechanical,1.0,615
1602,Renault,Master,2014,0,Other,White,23,Diesel,Mechanical,1.0,11300
1603,VAZ,2106,2000,83000,Sedan,Red,1500,Gas / petrol,Mechanical,1.0,1550
1604,Opel,Signum,2003,255000,Hatchback,Silver,2200,Diesel,Mechanical,1.0,6900
1605,Skoda,Fabia,2005,332000,Hatchback,White,1200,Petrol,Mechanical,1.0,3700
1606,Mercedes-Benz,B серия,2010,123456,Hatchback,Beige,2000,Diesel,Variator,1.0,8600
1607,ZAZ,1103 Slavuta,2003,113000,Hatchback,Red,12,Petrol,Mechanical,1.0,1115
1608,,75,2000,0,Sedan,Silver,2000,Diesel,Mechanical,0.0,2000
1609,Volkswagen,Transporter,2012,145000,Passenger van (up to 1.5 tons),Red,2500,Diesel,Mechanical,1.0,3038
1610,Peugeot,107,2011,80000,Hatchback,Blue,1,Petrol,Automatic,1.0,6100
1611,Other,,2019,0,Other,Golden,15,Other,Mechanical,1.0,1000
1612,Volkswagen,Passat CC,1989,1000,Sedan,Silver,1800,Petrol,Mechanical,1.0,2750
1613,Toyota,Yaris,2009,130000,Hatchback,Golden,1300,Petrol,Mechanical,1.0,7599
1614,VAZ,2106,1985,20000,Universal,Red,1600,Gas / petrol,Mechanical,1.0,1211
1615,Volkswagen,Sharan,1996,305000,Minivan,Black,2800,Petrol,Mechanical,1.0,6200
1616,Toyota,Camry,2016,33000,Sedan,Black,2500,Petrol,Automatic,1.0,12800
1617,Hyundai,i10,2010,130000,Hatchback,Red,1248,Petrol,Automatic,1.0,7000
1618,Hyundai,Getz,2007,72,Hatchback,Red,1400,Petrol,Automatic,1.0,6750
1619,ZAZ,1105,2006,0,Pickup,Green,1200,Petrol,Mechanical,1.0,846
1620,Toyota,Aygo,2010,130,Hatchback,White,998,Petrol,Mechanical,1.0,6300
1621,Opel,Vectra,2002,324000,Sedan,Black,2200,Diesel,Mechanical,1.0,6300
1622,Honda,Civic,2015,41300,Sedan,Black,1800,Petrol,Automatic,0.0,4200
1623,Volkswagen,Vento,1996,289000,Sedan,Black,1800,Gas / petrol,Mechanical,0.0,750
1624,Mitsubishi,Galant,1993,246,Sedan,Silver,18,Petrol,Mechanical,1.0,3600
1625,Mercedes-Benz,E серия,2003,204596,Sedan,Chameleon,27,Diesel,Automatic,0.0,3800
1626,Volkswagen,Caddy,2011,160000,Minivan,Gray,16,Diesel,Mechanical,1.0,9500
1627,VAZ,2106,1987,10000,Sedan,Green,1500,Gas / petrol,Mechanical,1.0,4000
1628,Suzuki,Alto,1989,0,Hatchback,White,1,Petrol,Mechanical,1.0,1499
1629,Hyundai,i30,2014,52000,Universal,Gray,1400,Gas / petrol,Mechanical,1.0,12600
1630,Daewoo,Lanos (Sens),2014,70,Sedan,Asphalt,1300,Petrol,Mechanical,1.0,3600
1631,Dacia,Logan,2009,159557,Universal,Gray,1600,Gas / petrol,Mechanical,1.0,5450
1632,VAZ,2105,1989,20000,Sedan,White,1700,Gas / petrol,Mechanical,1.0,1000
1633,Hyundai,Elantra,2015,53,Sedan,White,1800,Petrol,Automatic,1.0,11500
1634,Mercedes-Benz,E серия,2004,270000,Sedan,Silver,2200,Diesel,Automatic,0.0,5961
1635,Renault,Clio,2012,154,Hatchback,Silver,1200,Petrol,Mechanical,1.0,5700
1636,Mercedes-Benz,250,1995,354000,Universal,Blue,2500,Diesel,Mechanical,1.0,3300
1637,,F3,2013,65,Sedan,Black,15,Gas / petrol,Mechanical,1.0,5900
1638,Ford,Focus,2016,62825,Hatchback,Black,2000,Petrol,Automatic,1.0,10400
1639,VAZ,21099,1997,0,Sedan,Cherry,1499,Gas / petrol,Mechanical,1.0,1346
1640,Mercedes-Benz,Vito,2005,361000,Minivan,Green,2148,Diesel,Mechanical,1.0,8200
1641,Mercedes-Benz,W124,1995,406000,Sedan,Green,3,Diesel,Automatic,1.0,5800
1642,Hyundai,Tiburon,2005,147000,Coupe,Blue,2000,Gas / petrol,Automatic,1.0,5600
1643,Mercedes-Benz,Sprinter,2013,223000,Other,Blue,2200,Diesel,Mechanical,1.0,15000
1644,Ford,Mondeo,1998,226000,Sedan,Green,2,Gas / petrol,Mechanical,1.0,2500
1645,VAZ,2101,1973,111,Sedan,Beige,1200,Petrol,Mechanical,1.0,534
1646,BMW,5 серия,1999,290000,Sedan,Black,2500,Diesel,Mechanical,0.0,1800
1647,Nissan,Leaf,2016,58246,Hatchback,Blue,1,Electro,Automatic,1.0,15980
1648,Renault,Scenic,2003,0,Minivan,Silver,1900,Diesel,Mechanical,1.0,4000
1649,,Escalade,2010,155000,SUV / Crossover,Black,6200,Petrol,Automatic,0.0,7800
1650,Volkswagen,Passat Sedan,2012,115000,Sedan,Black,2500,Gas / petrol,Automatic,1.0,12000
1651,Volkswagen,Passat CC,2015,72000,Sedan,Blue,1800,Petrol,Automatic,1.0,13870
1652,Mazda,323,1998,340000,Hatchback,Blue,15,Petrol,Mechanical,1.0,3400
1653,Mercedes-Benz,Sprinter,2001,380000,Passenger van (up to 1.5 tons),Black,22,Diesel,Mechanical,1.0,7500
1654,Renault,Modus,2009,89000,Hatchback,White,1200,Petrol,Mechanical,1.0,5500
1655,Mazda,6,2018,12000,Sedan,Asphalt,2500,Petrol,Mechanical,1.0,16700
1656,Ford,Focus,2013,117000,Sedan,Brown,1000,Petrol,Mechanical,1.0,9200
1657,Peugeot,605,1991,302000,Sedan,Silver,2000,Gas / petrol,Mechanical,1.0,2000
1658,Toyota,RAV 4,2015,42000,SUV / Crossover,Blue,25,Petrol,Automatic,1.0,20500
1659,VAZ,21113,2008,195000,Coupe,Silver,16,Gas / petrol,Mechanical,1.0,3200
1660,Volkswagen,Passat Sedan,2015,71000,Sedan,White,1800,Petrol,Automatic,1.0,10000
1661,VAZ,2106,1985,0,Sedan,White,13,Petrol,Mechanical,1.0,800
1662,Nissan,Sunny,1999,350,Sedan,Silver,1600,Gas / petrol,Mechanical,1.0,4200
1663,Opel,Vectra,2008,240000,Sedan,Gray,1900,Diesel,Mechanical,1.0,5700
1664,Opel,Vectra,2000,300000,Hatchback,Green,2000,Diesel,Mechanical,0.0,650
1665,Kia,Optima,2015,165000,Sedan,Gray,2400,Petrol,Automatic,0.0,7700
1666,Mazda,CX-7,2008,121,Universal,Brown,23,Petrol,Automatic,1.0,10500
1667,Volkswagen,Caddy,2006,232,Passenger van (up to 1.5 tons),Blue,2000,Diesel,Mechanical,1.0,7100
1668,Volkswagen,Polo,2000,161253,Hatchback,Golden,1000,Petrol,Mechanical,1.0,2750
1669,Volkswagen,Другая,1999,0,Universal,Gray,1595,Gas / petrol,Mechanical,1.0,5100
1670,Citroen,Berlingo,2011,170000,Minivan,Red,1600,Diesel,Mechanical,1.0,8280
1671,Volkswagen,Crafter,2008,292200,Passenger van (up to 1.5 tons),Silver,2500,Diesel,Mechanical,1.0,9000
1672,Ford,Galaxy,1996,40000,Minivan,Gray,1900,Diesel,Mechanical,0.0,400
1673,VAZ,2106,1985,0,Sedan,Blue,1500,Petrol,Mechanical,1.0,850
1674,Mitsubishi,Lancer,2008,240000,Sedan,Black,2,Petrol,Mechanical,1.0,8000
1675,Skoda,Octavia,1999,250000,Liftback,Silver,1600,Petrol,Mechanical,0.0,1250
1676,Volkswagen,Passat Sedan,1999,290,Sedan,White,1800,Petrol,Automatic,0.0,1450
1677,Mazda,626,1990,200000,Hatchback,Golden,1800,Petrol,Mechanical,1.0,39316
1678,Skoda,Favorit,1992,100000,Sedan,Blue,1500,Petrol,Mechanical,1.0,2100
1679,VAZ,2101,1976,0,Sedan,Red,1,Petrol,Mechanical,1.0,576
1680,Geely,CK,2012,195,Sedan,Silver,1500,Petrol,Mechanical,1.0,3100
1681,Lexus,RX серія,2003,200000,SUV / Crossover,Silver,3000,Gas / petrol,Automatic,1.0,8000
1682,Honda,Prelude,1987,350000,Coupe,Red,1800,Petrol,Mechanical,1.0,2550
1683,Opel,Combo,2005,248000,Minivan,Blue,1,Diesel,Mechanical,1.0,6100
1684,Nissan,Almera,1996,270925,Hatchback,Black,1392,Petrol,Mechanical,1.0,2700
1685,Volkswagen,Jetta,2015,59000,Sedan,Blue,2,Petrol,Automatic,1.0,14400
1686,Mercedes-Benz,E серия,1994,250000,Sedan,Gray,3200,Petrol,Automatic,1.0,2500
1687,Hyundai,Tucson,2008,198000,SUV / Crossover,Black,2000,Gas / petrol,Automatic,1.0,8700
1688,Renault,Megane,2004,183000,Universal,Gray,2000,Gas / petrol,Mechanical,1.0,6500
1689,Opel,Другая,2002,0,Pickup,Black,2000,Diesel,Adaptive,0.0,1153
1690,Peugeot,Partner,2013,180000,Minivan,White,1600,Diesel,Automatic,1.0,7995
1691,VAZ,2106,1992,83000,Sedan,Green,1600,Gas / petrol,Mechanical,1.0,1000
1692,VAZ,2105,1982,12000,Sedan,Yellow,1600,Petrol,Mechanical,1.0,384
1693,Audi,A4,1995,200,Sedan,Red,1900,Diesel,Mechanical,0.0,685
1694,VAZ,2111,2007,200000,Universal,Turquoise,16,Petrol,Mechanical,1.0,3500
1695,Toyota,Corolla,1998,355000,Liftback,Black,16,Petrol,Mechanical,1.0,4000
1696,Mitsubishi,Lancer,2008,111,Sedan,Black,2000,Petrol,Variator,1.0,7700
1697,Volkswagen,Passat Sedan,2005,201637,Sedan,Blue,1900,Diesel,Mechanical,1.0,4500
1698,Lexus,ES серія,2007,199,Sedan,Silver,3500,Gas / petrol,Automatic,1.0,13399
1699,VAZ,2108,1987,0,Sedan,Beige,1300,Petrol,Mechanical,1.0,700
1700,VAZ,2109,1992,250000,Sedan,Blue,1500,Gas / petrol,Mechanical,1.0,1900
1701,Daewoo,Lanos (Sens),2004,0,Sedan,Beige,1498,Petrol,Mechanical,1.0,3200
1702,Mercedes-Benz,C серия,2005,0,Sedan,Black,1800,Petrol,Mechanical,1.0,9900
1703,Honda,Accord,2002,300000,Sedan,Asphalt,1800,Petrol,Mechanical,1.0,4100
1704,Hyundai,Santa FE,2004,210000,SUV / Crossover,Blue,2700,Gas / petrol,Variator,1.0,7350
1705,Mercedes-Benz,220,1998,500,Passenger van (up to 1.5 tons),White,3000,Diesel,Mechanical,1.0,4000
1706,Fiat,Doblo,2005,257000,Passenger van (up to 1.5 tons),Brown,1900,Diesel,Mechanical,1.0,4700
1707,Skoda,Octavia,2013,198000,Universal,Silver,16,Diesel,Mechanical,1.0,9499
1708,Mercedes-Benz,glc,2000,320,Sedan,Black,4300,Petrol,Tiptronic,1.0,6500
1709,VAZ,2121,1987,11000,SUV / Crossover,Black,1700,Gas / petrol,Mechanical,1.0,4500
1710,GAZ,Другая,1989,0,Other,Green,16,Gas / petrol,Mechanical,1.0,1500
1711,Renault,Espace,2004,210000,Minivan,Blue,1900,Petrol,Mechanical,0.0,39316
1712,Mercedes-Benz,190,1984,320,Sedan,Gray,2,Petrol,Mechanical,1.0,2600
1713,Chevrolet,Tracker,2016,76000,SUV / Crossover,Silver,1400,Petrol,Automatic,1.0,13950
1714,Toyota,Yaris,2006,136000,Hatchback,Red,13,Petrol,Variator,1.0,6300
1715,Nissan,Sunny,1986,0,Universal,Blue,2000,Diesel,Mechanical,1.0,1869
1716,Mercedes-Benz,E серия,1995,220000,Sedan,Gray,2200,Gas / petrol,Mechanical,1.0,6000
1717,Opel,Astra,2012,145000,Universal,Black,1700,Diesel,Mechanical,1.0,9000
1718,Chevrolet,Aveo,2011,210,Sedan,Silver,1500,Gas / petrol,Mechanical,1.0,5500
1719,Volkswagen,Multivan,2013,60000,Minivan,Black,2000,Diesel,Automatic,1.0,28800
1720,Nissan,Другая,2007,0,Sedan,Green,1600,Gas / petrol,Mechanical,1.0,4300
1721,Moskvich/AZLK,2140,1978,224000,Sedan,Orange,1500,Petrol,Mechanical,1.0,576
1722,VAZ,2115i,2004,100,Sedan,Silver,1500,Petrol,Mechanical,0.0,1600
1723,BMW,X5,2002,270000,SUV / Crossover,Silver,3000,Diesel,Automatic,0.0,3200
1724,Opel,Vivaro,2004,400,Minivan,Orange,19,Diesel,Mechanical,1.0,7800
1725,Opel,Corsa,2011,117,Hatchback,White,1300,Diesel,Mechanical,1.0,6100
1726,Chevrolet,Camaro,2011,48000,Coupe,Black,3600,Petrol,Automatic,1.0,25000
1727,VAZ,Другая,2006,0,Sedan,Gray,1500,Gas / petrol,Mechanical,1.0,2600
1728,Citroen,Xantia,1995,224,Universal,Green,1900,Diesel,Mechanical,0.0,850
1729,BMW,5 серия,1993,240000,Sedan,Beige,1800,Gas / petrol,Mechanical,1.0,4500
1730,Peugeot,508,2011,131000,Sedan,Gray,1560,Diesel,Automatic,1.0,10400
1731,BMW,7 серия,2005,170000,Sedan,Asphalt,3000,Diesel,Automatic,1.0,11450
1732,GAZ,69,1970,150000,Pickup,Green,2400,Petrol,Mechanical,1.0,1500
1733,Renault,Scenic II,2005,216000,Hatchback,Black,1500,Diesel,Mechanical,1.0,5799
1734,BMW,3 серия,2004,305000,Sedan,Blue,2200,Gas / petrol,Automatic,1.0,6900
1735,Fiat,Doblo,2001,153522,Minivan,White,1910,Diesel,Mechanical,1.0,4800
1736,Volkswagen,Passat Sedan,2012,189000,Sedan,Black,2500,Petrol,Automatic,1.0,8500
1737,Daewoo,Lanos (Sens),2008,183000,Sedan,Blue,1500,Gas / petrol,Mechanical,1.0,3300
1738,Renault,Kangoo Passenger,2015,93000,Minivan,White,1500,Diesel,Mechanical,1.0,10700
1739,Renault,Megane,2005,208000,Cabriolet,Beige,1998,Petrol,Tiptronic,1.0,8000
1740,Mitsubishi,Galant,1990,394000,Sedan,Asphalt,18,Gas / petrol,Mechanical,1.0,2700
1741,GAZ,21,1966,0,Sedan,Turquoise,2500,Petrol,Mechanical,1.0,884
1742,Honda,Accord,2004,174000,Sedan,Black,2000,Gas / petrol,Mechanical,1.0,7950
1743,Nissan,Versa,2013,102000,Hatchback,Silver,1600,Petrol,Variator,1.0,7900
1744,Volkswagen,Golf,1999,405993,Hatchback,Gray,1896,Diesel,Mechanical,1.0,4899
1745,Chevrolet,Chevette,2006,176,Sedan,Blue,16,Gas / petrol,Mechanical,1.0,6000
1746,Opel,Omega,1997,283,Sedan,Blue,2,Gas / petrol,Mechanical,1.0,3300
1747,Honda,Legend,2009,0,Sedan,Gray,37,Petrol,Automatic,1.0,13000
1748,,969 Волынь,1994,0,SUV / Crossover,Green,1200,Petrol,Mechanical,1.0,2000
1749,Opel,Vectra,1995,280000,Sedan,Green,16,Gas / petrol,Mechanical,1.0,3576
1750,Skoda,Fabia,2006,193000,Hatchback,Beige,1200,Petrol,Mechanical,1.0,4900
1751,Renault,Logan,2018,2,Sedan,Brown,1000,Petrol,Mechanical,1.0,11538
1752,Skoda,Fabia,2014,0,Hatchback,White,1600,Diesel,Mechanical,1.0,8099
1753,VAZ,2101,1982,50000,Sedan,Yellow,1200,Petrol,Mechanical,1.0,1153
1754,Skoda,Octavia,2005,130,Hatchback,Gray,1600,Gas / petrol,Mechanical,1.0,6300
1755,Volkswagen,Passat Sedan,1998,300000,Sedan,Gray,19,Diesel,Mechanical,0.0,2000
1756,Toyota,Land Cruiser 200,2012,120000,SUV / Crossover,Black,4500,Diesel,Automatic,1.0,9500
1757,VAZ,Другая,1979,0,Sedan,White,1300,Petrol,Mechanical,1.0,384
1758,VAZ,2101,1985,0,Sedan,Blue,1300,Petrol,Mechanical,1.0,346
1759,Volkswagen,Passat Variant,1997,0,Universal,Black,1900,Diesel,Mechanical,0.0,1000
1760,GAZ,Другая,2000,31000,Minivan,Brown,2500,Gas / petrol,Mechanical,1.0,1999
1761,VAZ,2114,2006,363000,Hatchback,Green,1499,Petrol,Mechanical,1.0,2500
1762,Honda,CR-V,2007,221,SUV / Crossover,Black,2000,Petrol,Automatic,1.0,11900
1763,Renault,Megane,2012,18000,Universal,White,15,Diesel,Automatic,1.0,9400
1764,Lexus,GS серія,1998,312000,Sedan,Red,3000,Petrol,Automatic,1.0,7500
1765,Opel,Omega,1999,208000,Universal,Blue,2500,Diesel,Automatic,1.0,4200
1766,VAZ,2110,2013,53000,Sedan,Bronze,1600,Petrol,Mechanical,1.0,4999
1767,VAZ,2104,1998,150000,Universal,Violet,1500,Gas / petrol,Mechanical,1.0,1200
1768,VAZ,2110,2011,82000,Sedan,Green,1600,Petrol,Mechanical,1.0,4300
1769,Ford,Focus,1999,168431,Hatchback,Green,1796,Petrol,Mechanical,0.0,2500
1770,Ford,Mondeo,2012,101000,Sedan,Black,2000,Petrol,Automatic,1.0,13000
1771,Renault,Grand Scenic,2009,195000,Minivan,Asphalt,1500,Diesel,Mechanical,1.0,8450
1772,Dacia,Solenza,2003,120,Hatchback,Blue,14,Petrol,Mechanical,1.0,2000
1773,Audi,A4,1997,0,Sedan,Blue,1600,Petrol,Mechanical,0.0,700
1774,Volkswagen,Golf Plus,2008,197,Hatchback,Black,1600,Petrol,Mechanical,1.0,8500
1775,Volkswagen,Другая,2008,109,Hatchback,Cherry,12,Petrol,Mechanical,1.0,39316
1776,Volkswagen,Jetta,2008,115000,Sedan,Black,2490,Petrol,Automatic,0.0,4200
1777,UAZ,3162,1960,100000,Sedan,Cherry,15,Gas / petrol,Adaptive,1.0,0
1778,Renault,Megane,2011,207000,Universal,White,1500,Diesel,Mechanical,1.0,7600
1779,ZAZ,Таврия,1996,154000,Hatchback,Red,1100,Petrol,Mechanical,1.0,1300
1780,Audi,A6,1996,395,Sedan,White,2800,Gas / petrol,Mechanical,1.0,5700
1781,Mercedes-Benz,Vito,2004,435,Passenger van (up to 1.5 tons),White,2200,Diesel,Mechanical,1.0,7800
1782,VAZ,2107,2009,93000,Sedan,Green,1500,Petrol,Mechanical,1.0,720
1783,Ford,Edge,2016,45000,SUV / Crossover,Black,2,Petrol,Automatic,1.0,21600
1784,ZAZ,1103 Slavuta,2004,30000,Sedan,Green,1200,Gas / petrol,Mechanical,1.0,884
1785,Chevrolet,Evanda,2006,190,Sedan,Gray,2000,Gas / petrol,Automatic,1.0,5700
1786,VAZ,2111,1982,84000,Sedan,Beige,1200,Gas / petrol,Mechanical,1.0,1000
1787,Geely,MK,2010,140143,Hatchback,Gray,1500,Gas / petrol,Mechanical,1.0,4499
1788,UAZ,469,1983,1670,SUV / Crossover,Green,2400,Gas / petrol,Mechanical,1.0,4000
1789,Volkswagen,Golf,2004,317000,Universal,Blue,1900,Diesel,Mechanical,1.0,6000
1790,Moskvich/AZLK,2140,1986,93368,Sedan,Brown,1480,Petrol,Mechanical,0.0,1100
1791,Mazda,323,1986,0,Hatchback,Blue,1600,Gas / petrol,Mechanical,1.0,1538
1792,Skoda,Superb,2014,149000,Sedan,Gray,1798,Petrol,Mechanical,1.0,15000
1793,VAZ,2109,1995,100000,Sedan,Cherry,1,Petrol,Mechanical,1.0,1900
1794,VAZ,2106,2001,222,Sedan,Red,1500,Petrol,Mechanical,1.0,1550
1795,Opel,Другая,1987,44049,Sedan,Red,160,Diesel,Mechanical,1.0,1250
1796,ZAZ,Таврия,2005,138000,Pickup,White,1300,Gas / petrol,Mechanical,1.0,1800
1797,Chevrolet,Cruze,2014,96000,Universal,Asphalt,1,Petrol,Automatic,1.0,11500
1798,Audi,A4,2006,324000,Universal,Blue,2500,Diesel,Automatic,1.0,7700
1799,Ford,Edge,2017,16000,SUV / Crossover,Silver,2000,Petrol,Automatic,1.0,22000
1800,Peugeot,Partner,2009,228000,Passenger van (up to 1.5 tons),White,1600,Diesel,Mechanical,1.0,5500
1801,ZAZ,Forza,2013,9000,Liftback,Cherry,15,Petrol,Mechanical,1.0,5500
1802,Volvo,940,1993,0,Sedan,Green,2300,Gas / petrol,Mechanical,1.0,1700
1803,Ford,Sierra,1990,0,Universal,Silver,2400,Gas / petrol,Mechanical,1.0,3000
1804,Mitsubishi,Colt,2008,160000,Hatchback,Red,133,Petrol,Tiptronic,1.0,6100
1805,Seat,Alhambra,2000,280,Minivan,Silver,19,Diesel,Mechanical,0.0,1500
1806,Ford,Mondeo,1996,374000,Sedan,Violet,1996,Petrol,Mechanical,1.0,2600
1807,Fiat,Bravo,2010,120000,Hatchback,Gray,1600,Diesel,Mechanical,1.0,6800
1808,Hyundai,H100,1996,340000,Passenger van (up to 1.5 tons),White,2500,Diesel,Mechanical,1.0,1900
1809,Volkswagen,Touran,2005,280,Minivan,Gray,1900,Diesel,Mechanical,1.0,39316
1810,Renault,Kangoo Passenger,2013,106000,Pickup,White,16,Diesel,Mechanical,1.0,7400
